city,city_key,date,timestamp,lat,lon,current_speed,free_flow_speed,confidence,congestion_level,traffic_index
Münster,munster,2024-01-06,2026-01-12 15:57:01.039187,51.9607,7.6261,26,31,1.0,0.16129032258064513,16.129032258064512
Karlsruhe,karlsruhe,2024-01-06,2026-01-12 15:57:01.703687,49.0069,8.4037,17,20,0.98,0.15000000000000002,15.000000000000002
Mannheim,mannheim,2024-01-06,2026-01-12 15:57:02.388715,49.4875,8.466,15,27,0.997283,0.4444444444444444,44.44444444444444
Augsburg,augsburg,2024-01-06,2026-01-12 15:57:03.114407,48.3668,10.8987,23,33,1.0,0.303030303030303,30.303030303030297
Wiesbaden,wiesbaden,2024-01-06,2026-01-12 15:57:03.792513,50.0782,8.2398,14,24,1.0,0.41666666666666663,41.666666666666664
Gelsenkirchen,gelsenkirchen,2024-01-06,2026-01-12 15:57:04.450518,51.5177,7.0857,28,37,1.0,0.2432432432432432,24.32432432432432
Mönchengladbach,mönchengladbach,2024-01-06,2026-01-12 15:57:05.126515,51.1805,6.4428,25,34,1.0,0.2647058823529411,26.470588235294112
Braunschweig,braunschweig,2024-01-06,2026-01-12 15:57:05.767709,52.2689,10.5268,15,19,1.0,0.21052631578947367,21.052631578947366
Chemnitz,chemnitz,2024-01-06,2026-01-12 15:57:06.454209,50.8278,12.9214,18,24,1.0,0.25,25.0
Kiel,kiel,2024-01-06,2026-01-12 15:57:07.136221,54.3233,10.1394,21,27,0.97,0.2222222222222222,22.22222222222222
Aachen,aachen,2024-01-06,2026-01-12 15:57:07.854053,50.7753,6.0839,14,19,0.953033,0.26315789473684215,26.315789473684216
Halle,halle,2024-01-06,2026-01-12 15:57:08.509552,51.4826,11.9692,13,54,1.0,0.7592592592592593,75.92592592592592
Magdeburg,magdeburg,2024-01-06,2026-01-12 15:57:09.190527,52.1205,11.6276,16,27,0.921919,0.40740740740740744,40.74074074074075
Freiburg,freiburg,2024-01-06,2026-01-12 15:57:09.890902,47.9978,7.8427,29,29,1.0,0.0,0.0
Krefeld,krefeld,2024-01-06,2026-01-12 15:57:10.641249,51.3392,6.5861,18,30,0.997067,0.4,40.0
Lübeck,lübeck,2024-01-06,2026-01-12 15:57:11.341762,53.8655,10.6866,17,27,0.95,0.37037037037037035,37.03703703703704
Oberhausen,oberhausen,2024-01-06,2026-01-12 15:57:12.040253,51.473,6.8807,27,36,0.946376,0.25,25.0
Erfurt,erfurt,2024-01-06,2026-01-12 15:57:12.724260,50.9848,11.0299,26,34,1.0,0.23529411764705888,23.529411764705888
Mainz,mainz,2024-01-06,2026-01-12 15:57:13.424252,50.0012,8.2763,23,23,1.0,0.0,0.0
Rostock,rostock,2024-01-06,2026-01-12 15:57:14.095754,54.0924,12.0991,38,48,1.0,0.20833333333333337,20.833333333333336
Kassel,kassel,2024-01-06,2026-01-12 15:57:15.733930,51.3127,9.4797,28,35,1.0,0.19999999999999996,19.999999999999996
Hagen,hagen,2024-01-06,2026-01-12 15:57:16.422982,51.3671,7.4633,28,37,0.986176,0.2432432432432432,24.32432432432432
Hamm,hamm,2024-01-06,2026-01-12 15:57:17.081727,51.6739,7.816,18,29,1.0,0.3793103448275862,37.93103448275862
Saarbrücken,saarbrücken,2024-01-06,2026-01-12 15:57:17.790285,49.2402,7.0097,26,35,0.994447,0.2571428571428571,25.71428571428571
Mülheim an der Ruhr,mülheim,2024-01-06,2026-01-12 15:57:18.457477,51.4314,6.8807,32,41,1.0,0.2195121951219512,21.95121951219512
Potsdam,potsdam,2024-01-06,2026-01-12 15:57:19.146837,52.3906,13.0645,13,21,1.0,0.38095238095238093,38.095238095238095
Ludwigshafen,ludwigshafen,2024-01-06,2026-01-12 15:57:19.836709,49.4812,8.4462,11,20,1.0,0.44999999999999996,44.99999999999999
Oldenburg,oldenburg,2024-01-06,2026-01-12 15:57:20.513781,53.1435,8.2146,19,25,1.0,0.24,24.0
Leverkusen,leverkusen,2024-01-06,2026-01-12 15:57:21.188103,51.0303,6.9843,20,30,1.0,0.33333333333333337,33.333333333333336
Osnabrück,osnabrück,2024-01-06,2026-01-12 15:57:21.912557,52.2799,8.0472,28,37,1.0,0.2432432432432432,24.32432432432432
Solingen,solingen,2024-01-06,2026-01-12 15:57:22.602561,51.1714,7.0833,15,36,1.0,0.5833333333333333,58.33333333333333
Heidelberg,heidelberg,2024-01-06,2026-01-12 15:57:23.291557,49.3988,8.6724,32,43,1.0,0.2558139534883721,25.581395348837212
Herne,herne,2024-01-06,2026-01-12 15:57:24.034693,51.5369,7.226,31,38,0.994596,0.1842105263157895,18.42105263157895
Neuss,neuss,2024-01-06,2026-01-12 15:57:24.720884,51.2042,6.6879,30,39,1.0,0.23076923076923073,23.076923076923073
Darmstadt,darmstadt,2024-01-06,2026-01-12 15:57:25.379708,49.8728,8.6512,35,35,1.0,0.0,0.0
Paderborn,paderborn,2024-01-06,2026-01-12 15:57:26.076874,51.7189,8.757,26,32,1.0,0.1875,18.75
Regensburg,regensburg,2024-01-06,2026-01-12 15:57:26.740424,49.0134,12.1016,24,24,1.0,0.0,0.0
Ingolstadt,ingolstadt,2024-01-06,2026-01-12 15:57:27.467487,48.7665,11.4258,19,32,1.0,0.40625,40.625
Würzburg,würzburg,2024-01-06,2026-01-12 15:57:28.199449,49.7913,9.9534,30,37,0.967004,0.18918918918918914,18.918918918918916
Fürth,fürth,2024-01-06,2026-01-12 15:57:28.905981,49.4771,10.9887,13,23,1.0,0.4347826086956522,43.47826086956522
Wolfsburg,wolfsburg,2024-01-06,2026-01-12 15:57:29.674469,52.4226,10.7865,39,47,1.0,0.17021276595744683,17.021276595744684
Offenbach,offenbach,2024-01-06,2026-01-12 15:57:30.360972,50.1036,8.766,17,23,1.0,0.26086956521739135,26.086956521739136
Ulm,ulm,2024-01-06,2026-01-12 15:57:31.023473,48.4011,9.9876,43,51,0.99902,0.1568627450980392,15.686274509803921
Heilbronn,heilbronn,2024-01-06,2026-01-12 15:57:31.721601,49.1427,9.2109,14,19,1.0,0.26315789473684215,26.315789473684216
Pforzheim,pforzheim,2024-01-06,2026-01-12 15:57:32.393591,48.8932,8.6919,37,37,1.0,0.0,0.0
Göttingen,göttingen,2024-01-06,2026-01-12 15:57:33.125336,51.5413,9.9158,57,60,0.871411,0.050000000000000044,5.000000000000004
Bottrop,bottrop,2024-01-06,2026-01-12 15:57:33.803836,51.5232,6.9253,30,39,1.0,0.23076923076923073,23.076923076923073
Trier,trier,2024-01-06,2026-01-12 15:57:34.491835,49.7499,6.6371,21,28,1.0,0.25,25.0
Recklinghausen,recklinghausen,2024-01-06,2026-01-12 15:57:35.162345,51.6144,7.1979,16,24,1.0,0.33333333333333337,33.333333333333336
Reutlingen,reutlingen,2024-01-06,2026-01-12 15:57:35.863953,48.4914,9.2115,21,29,1.0,0.27586206896551724,27.586206896551722
Bremerhaven,bremerhaven,2024-01-06,2026-01-12 15:57:36.656287,53.5396,8.5809,26,38,1.0,0.3157894736842105,31.57894736842105
Koblenz,koblenz,2024-01-06,2026-01-12 15:57:37.318289,50.3569,7.589,64,64,1.0,0.0,0.0
Bergisch Gladbach,bergisch_gladbach,2024-01-06,2026-01-12 15:57:38.018968,50.9916,7.1233,24,30,1.0,0.19999999999999996,19.999999999999996
Jena,jena,2024-01-06,2026-01-12 15:57:38.683109,50.9271,11.5862,27,33,0.991117,0.18181818181818177,18.181818181818176
Remscheid,remscheid,2024-01-06,2026-01-12 15:57:39.463142,51.1784,7.1997,28,41,1.0,0.31707317073170727,31.707317073170728
Erlangen,erlangen,2024-01-06,2026-01-12 15:57:40.206335,49.5897,11.0039,36,42,1.0,0.1428571428571429,14.28571428571429
Moers,moers,2024-01-06,2026-01-12 15:57:40.911435,51.4514,6.6314,33,39,0.993666,0.15384615384615385,15.384615384615385
Siegen,siegen,2024-01-06,2026-01-12 15:57:41.597993,50.875,8.0167,16,21,0.764019,0.23809523809523814,23.809523809523814
Hildesheim,hildesheim,2024-01-06,2026-01-12 15:57:42.261148,52.1508,9.9513,13,28,1.0,0.5357142857142857,53.57142857142857
Salzgitter,salzgitter,2024-01-06,2026-01-12 15:57:42.915106,52.15,10.3333,22,31,1.0,0.29032258064516125,29.032258064516125
Berlin,berlin,2024-01-07,2026-01-12 15:57:43.582856,52.52,13.405,14,21,1.0,0.33333333333333337,33.333333333333336
Munich,munich,2024-01-07,2026-01-12 15:57:44.226422,48.1351,11.582,23,32,1.0,0.28125,28.125
Hamburg,hamburg,2024-01-07,2026-01-12 15:57:44.932724,53.5511,10.0,24,42,1.0,0.4285714285714286,42.85714285714286
Cologne,cologne,2024-01-07,2026-01-12 15:57:45.635723,50.9375,6.9603,30,36,1.0,0.16666666666666663,16.666666666666664
Frankfurt am Main,frankfurt,2024-01-07,2026-01-12 15:57:46.284916,50.1109,8.6821,20,27,1.0,0.2592592592592593,25.92592592592593
Stuttgart,stuttgart,2024-01-07,2026-01-12 15:57:46.955544,48.7758,9.1829,26,34,1.0,0.23529411764705888,23.529411764705888
Düsseldorf,dusseldorf,2024-01-07,2026-01-12 15:57:47.677694,51.2277,6.7735,49,49,1.0,0.0,0.0
Dortmund,dortmund,2024-01-07,2026-01-12 15:57:48.354725,51.5136,7.4653,19,27,1.0,0.2962962962962963,29.629629629629626
Essen,essen,2024-01-07,2026-01-12 15:57:49.046796,51.4556,7.0116,25,34,0.943369,0.2647058823529411,26.470588235294112
Leipzig,leipzig,2024-01-07,2026-01-12 15:57:49.706810,51.3397,12.3731,22,32,1.0,0.3125,31.25
Bremen,bremen,2024-01-07,2026-01-12 15:57:50.369185,53.0793,8.8017,23,23,1.0,0.0,0.0
Dresden,dresden,2024-01-07,2026-01-12 15:57:51.092018,51.0504,13.7373,14,22,1.0,0.36363636363636365,36.36363636363637
Hanover,hanover,2024-01-07,2026-01-12 15:57:51.777704,52.3759,9.732,18,23,1.0,0.21739130434782605,21.739130434782606
Nuremberg,nuremberg,2024-01-07,2026-01-12 15:57:52.493319,49.4521,11.0767,22,30,1.0,0.2666666666666667,26.66666666666667
Duisburg,duisburg,2024-01-07,2026-01-12 15:57:53.129832,51.4344,6.7623,26,34,1.0,0.23529411764705888,23.529411764705888
Bochum,bochum,2024-01-07,2026-01-12 15:57:53.803537,51.4818,7.2162,11,20,1.0,0.44999999999999996,44.99999999999999
Wuppertal,wuppertal,2024-01-07,2026-01-12 15:57:54.457896,51.2562,7.1508,31,41,1.0,0.24390243902439024,24.390243902439025
Bielefeld,bielefeld,2024-01-07,2026-01-12 15:57:55.115376,52.02,8.5325,17,23,1.0,0.26086956521739135,26.086956521739136
Bonn,bonn,2024-01-07,2026-01-12 15:57:55.782330,50.7374,7.0982,19,24,1.0,0.20833333333333337,20.833333333333336
Münster,munster,2024-01-07,2026-01-12 15:57:56.452815,51.9607,7.6261,27,32,1.0,0.15625,15.625
Karlsruhe,karlsruhe,2024-01-07,2026-01-12 15:57:57.142106,49.0069,8.4037,17,20,0.971201,0.15000000000000002,15.000000000000002
Mannheim,mannheim,2024-01-07,2026-01-12 15:57:57.904785,49.4875,8.466,15,26,0.997283,0.42307692307692313,42.307692307692314
Augsburg,augsburg,2024-01-07,2026-01-12 15:57:58.672229,48.3668,10.8987,24,33,0.999096,0.2727272727272727,27.27272727272727
Wiesbaden,wiesbaden,2024-01-07,2026-01-12 15:57:59.330980,50.0782,8.2398,14,24,1.0,0.41666666666666663,41.666666666666664
Gelsenkirchen,gelsenkirchen,2024-01-07,2026-01-12 15:58:00.084172,51.5177,7.0857,28,37,1.0,0.2432432432432432,24.32432432432432
Mönchengladbach,mönchengladbach,2024-01-07,2026-01-12 15:58:00.824455,51.1805,6.4428,25,34,1.0,0.2647058823529411,26.470588235294112
Braunschweig,braunschweig,2024-01-07,2026-01-12 15:58:01.486259,52.2689,10.5268,15,20,1.0,0.25,25.0
Chemnitz,chemnitz,2024-01-07,2026-01-12 15:58:02.182347,50.8278,12.9214,17,25,1.0,0.31999999999999995,31.999999999999996
Kiel,kiel,2024-01-07,2026-01-12 15:58:02.894719,54.3233,10.1394,21,27,0.97,0.2222222222222222,22.22222222222222
Aachen,aachen,2024-01-07,2026-01-12 15:58:03.585992,50.7753,6.0839,14,19,0.950433,0.26315789473684215,26.315789473684216
Halle,halle,2024-01-07,2026-01-12 15:58:04.260692,51.4826,11.9692,14,56,1.0,0.75,75.0
Magdeburg,magdeburg,2024-01-07,2026-01-12 15:58:04.960090,52.1205,11.6276,16,29,0.921919,0.4482758620689655,44.827586206896555
Freiburg,freiburg,2024-01-07,2026-01-12 15:58:05.651902,47.9978,7.8427,29,29,1.0,0.0,0.0
Krefeld,krefeld,2024-01-07,2026-01-12 15:58:06.394521,51.3392,6.5861,21,30,0.995875,0.30000000000000004,30.000000000000004
Lübeck,lübeck,2024-01-07,2026-01-12 15:58:07.070058,53.8655,10.6866,17,27,0.96,0.37037037037037035,37.03703703703704
Oberhausen,oberhausen,2024-01-07,2026-01-12 15:58:07.749636,51.473,6.8807,27,35,0.944857,0.22857142857142854,22.857142857142854
Erfurt,erfurt,2024-01-07,2026-01-12 15:58:08.416538,50.9848,11.0299,26,33,1.0,0.21212121212121215,21.212121212121215
Mainz,mainz,2024-01-07,2026-01-12 15:58:09.142785,50.0012,8.2763,23,23,1.0,0.0,0.0
Rostock,rostock,2024-01-07,2026-01-12 15:58:09.832386,54.0924,12.0991,38,48,1.0,0.20833333333333337,20.833333333333336
Kassel,kassel,2024-01-07,2026-01-12 15:58:10.537643,51.3127,9.4797,28,35,1.0,0.19999999999999996,19.999999999999996
Hagen,hagen,2024-01-07,2026-01-12 15:58:11.250976,51.3671,7.4633,29,38,0.985344,0.23684210526315785,23.684210526315784
Hamm,hamm,2024-01-07,2026-01-12 15:58:11.966237,51.6739,7.816,18,30,1.0,0.4,40.0
Saarbrücken,saarbrücken,2024-01-07,2026-01-12 15:58:12.675704,49.2402,7.0097,26,35,0.992888,0.2571428571428571,25.71428571428571
Mülheim an der Ruhr,mülheim,2024-01-07,2026-01-12 15:58:13.334020,51.4314,6.8807,32,42,1.0,0.23809523809523814,23.809523809523814
Potsdam,potsdam,2024-01-07,2026-01-12 15:58:14.007905,52.3906,13.0645,15,20,1.0,0.25,25.0
Ludwigshafen,ludwigshafen,2024-01-07,2026-01-12 15:58:14.700430,49.4812,8.4462,11,22,0.99,0.5,50.0
Oldenburg,oldenburg,2024-01-07,2026-01-12 15:58:15.390335,53.1435,8.2146,20,24,1.0,0.16666666666666663,16.666666666666664
Leverkusen,leverkusen,2024-01-07,2026-01-12 15:58:16.111677,51.0303,6.9843,20,30,1.0,0.33333333333333337,33.333333333333336
Osnabrück,osnabrück,2024-01-07,2026-01-12 15:58:16.763385,52.2799,8.0472,27,37,1.0,0.2702702702702703,27.027027027027028
Solingen,solingen,2024-01-07,2026-01-12 15:58:17.424077,51.1714,7.0833,16,36,1.0,0.5555555555555556,55.55555555555556
Heidelberg,heidelberg,2024-01-07,2026-01-12 15:58:18.145101,49.3988,8.6724,33,42,1.0,0.2142857142857143,21.42857142857143
Herne,herne,2024-01-07,2026-01-12 15:58:18.846554,51.5369,7.226,31,39,0.994596,0.20512820512820518,20.512820512820518
Neuss,neuss,2024-01-07,2026-01-12 15:58:19.518847,51.2042,6.6879,30,39,1.0,0.23076923076923073,23.076923076923073
Darmstadt,darmstadt,2024-01-07,2026-01-12 15:58:20.177308,49.8728,8.6512,35,35,1.0,0.0,0.0
Paderborn,paderborn,2024-01-07,2026-01-12 15:58:20.830233,51.7189,8.757,25,32,1.0,0.21875,21.875
Regensburg,regensburg,2024-01-07,2026-01-12 15:58:21.487037,49.0134,12.1016,24,24,1.0,0.0,0.0
Ingolstadt,ingolstadt,2024-01-07,2026-01-12 15:58:22.182045,48.7665,11.4258,20,32,1.0,0.375,37.5
Würzburg,würzburg,2024-01-07,2026-01-12 15:58:22.893541,49.7913,9.9534,31,37,0.967004,0.16216216216216217,16.216216216216218
Fürth,fürth,2024-01-07,2026-01-12 15:58:23.553193,49.4771,10.9887,13,23,1.0,0.4347826086956522,43.47826086956522
Wolfsburg,wolfsburg,2024-01-07,2026-01-12 15:58:24.222946,52.4226,10.7865,39,47,1.0,0.17021276595744683,17.021276595744684
Offenbach,offenbach,2024-01-07,2026-01-12 15:58:24.985472,50.1036,8.766,16,22,1.0,0.2727272727272727,27.27272727272727
Ulm,ulm,2024-01-07,2026-01-12 15:58:25.685973,48.4011,9.9876,45,52,0.99902,0.13461538461538458,13.461538461538458
Heilbronn,heilbronn,2024-01-07,2026-01-12 15:58:26.336262,49.1427,9.2109,14,20,1.0,0.30000000000000004,30.000000000000004
Pforzheim,pforzheim,2024-01-07,2026-01-12 15:58:27.004365,48.8932,8.6919,37,37,1.0,0.0,0.0
Göttingen,göttingen,2024-01-07,2026-01-12 15:58:27.821779,51.5413,9.9158,57,60,0.873153,0.050000000000000044,5.000000000000004
Bottrop,bottrop,2024-01-07,2026-01-12 15:58:28.556710,51.5232,6.9253,30,39,1.0,0.23076923076923073,23.076923076923073
Trier,trier,2024-01-07,2026-01-12 15:58:29.243199,49.7499,6.6371,21,28,1.0,0.25,25.0
Recklinghausen,recklinghausen,2024-01-07,2026-01-12 15:58:29.939285,51.6144,7.1979,16,25,1.0,0.36,36.0
Reutlingen,reutlingen,2024-01-07,2026-01-12 15:58:30.659126,48.4914,9.2115,24,30,1.0,0.19999999999999996,19.999999999999996
Bremerhaven,bremerhaven,2024-01-07,2026-01-12 15:58:31.322959,53.5396,8.5809,25,38,1.0,0.3421052631578947,34.210526315789465
Koblenz,koblenz,2024-01-07,2026-01-12 15:58:32.003428,50.3569,7.589,64,64,1.0,0.0,0.0
Bergisch Gladbach,bergisch_gladbach,2024-01-07,2026-01-12 15:58:32.682767,50.9916,7.1233,24,30,1.0,0.19999999999999996,19.999999999999996
Jena,jena,2024-01-07,2026-01-12 15:58:33.348164,50.9271,11.5862,26,33,0.992001,0.21212121212121215,21.212121212121215
Remscheid,remscheid,2024-01-07,2026-01-12 15:58:34.042331,51.1784,7.1997,27,41,1.0,0.3414634146341463,34.14634146341463
Erlangen,erlangen,2024-01-07,2026-01-12 15:58:34.729974,49.5897,11.0039,36,42,1.0,0.1428571428571429,14.28571428571429
Moers,moers,2024-01-07,2026-01-12 15:58:35.411733,51.4514,6.6314,33,39,0.993666,0.15384615384615385,15.384615384615385
Siegen,siegen,2024-01-07,2026-01-12 15:58:36.091491,50.875,8.0167,17,22,0.76746,0.2272727272727273,22.72727272727273
Hildesheim,hildesheim,2024-01-07,2026-01-12 15:58:36.748726,52.1508,9.9513,13,28,1.0,0.5357142857142857,53.57142857142857
Salzgitter,salzgitter,2024-01-07,2026-01-12 15:58:37.448465,52.15,10.3333,24,31,1.0,0.22580645161290325,22.580645161290324
Berlin,berlin,2024-01-08,2026-01-12 15:58:39.185403,52.52,13.405,14,21,1.0,0.33333333333333337,33.333333333333336
Munich,munich,2024-01-08,2026-01-12 15:58:39.848392,48.1351,11.582,23,32,1.0,0.28125,28.125
Hamburg,hamburg,2024-01-08,2026-01-12 15:58:40.519068,53.5511,10.0,24,41,1.0,0.41463414634146345,41.463414634146346
Cologne,cologne,2024-01-08,2026-01-12 15:58:41.192569,50.9375,6.9603,30,36,1.0,0.16666666666666663,16.666666666666664
Frankfurt am Main,frankfurt,2024-01-08,2026-01-12 15:58:41.933419,50.1109,8.6821,19,27,1.0,0.2962962962962963,29.629629629629626
Stuttgart,stuttgart,2024-01-08,2026-01-12 15:58:42.579641,48.7758,9.1829,24,33,1.0,0.2727272727272727,27.27272727272727
Düsseldorf,dusseldorf,2024-01-08,2026-01-12 15:58:43.254570,51.2277,6.7735,49,49,1.0,0.0,0.0
Dortmund,dortmund,2024-01-08,2026-01-12 15:58:43.950529,51.5136,7.4653,19,28,1.0,0.3214285714285714,32.14285714285714
Essen,essen,2024-01-08,2026-01-12 15:58:44.662007,51.4556,7.0116,25,35,0.943369,0.2857142857142857,28.57142857142857
Leipzig,leipzig,2024-01-08,2026-01-12 15:58:45.404977,51.3397,12.3731,23,32,1.0,0.28125,28.125
Bremen,bremen,2024-01-08,2026-01-12 15:58:46.117851,53.0793,8.8017,23,23,1.0,0.0,0.0
Dresden,dresden,2024-01-08,2026-01-12 15:58:46.811165,51.0504,13.7373,14,22,0.99,0.36363636363636365,36.36363636363637
Hanover,hanover,2024-01-08,2026-01-12 15:58:47.876307,52.3759,9.732,23,30,1.0,0.23333333333333328,23.33333333333333
Nuremberg,nuremberg,2024-01-08,2026-01-12 15:58:48.513185,49.4521,11.0767,22,31,1.0,0.29032258064516125,29.032258064516125
Duisburg,duisburg,2024-01-08,2026-01-12 15:58:49.198156,51.4344,6.7623,26,34,1.0,0.23529411764705888,23.529411764705888
Bochum,bochum,2024-01-08,2026-01-12 15:58:49.847859,51.4818,7.2162,11,19,1.0,0.42105263157894735,42.10526315789473
Wuppertal,wuppertal,2024-01-08,2026-01-12 15:58:50.532902,51.2562,7.1508,31,41,1.0,0.24390243902439024,24.390243902439025
Bielefeld,bielefeld,2024-01-08,2026-01-12 15:58:51.179216,52.02,8.5325,17,23,1.0,0.26086956521739135,26.086956521739136
Bonn,bonn,2024-01-08,2026-01-12 15:58:51.822519,50.7374,7.0982,19,24,1.0,0.20833333333333337,20.833333333333336
Münster,munster,2024-01-08,2026-01-12 15:58:52.570899,51.9607,7.6261,27,32,1.0,0.15625,15.625
Karlsruhe,karlsruhe,2024-01-08,2026-01-12 15:58:53.226425,49.0069,8.4037,17,20,0.971201,0.15000000000000002,15.000000000000002
Mannheim,mannheim,2024-01-08,2026-01-12 15:58:53.864285,49.4875,8.466,15,26,0.997283,0.42307692307692313,42.307692307692314
Augsburg,augsburg,2024-01-08,2026-01-12 15:58:54.524277,48.3668,10.8987,24,33,0.999096,0.2727272727272727,27.27272727272727
Wiesbaden,wiesbaden,2024-01-08,2026-01-12 15:58:55.244775,50.0782,8.2398,14,23,1.0,0.3913043478260869,39.13043478260869
Gelsenkirchen,gelsenkirchen,2024-01-08,2026-01-12 15:58:55.926497,51.5177,7.0857,27,36,1.0,0.25,25.0
Mönchengladbach,mönchengladbach,2024-01-08,2026-01-12 15:58:56.643010,51.1805,6.4428,25,34,1.0,0.2647058823529411,26.470588235294112
Braunschweig,braunschweig,2024-01-08,2026-01-12 15:58:57.287217,52.2689,10.5268,15,20,1.0,0.25,25.0
Chemnitz,chemnitz,2024-01-08,2026-01-12 15:58:57.966364,50.8278,12.9214,17,25,1.0,0.31999999999999995,31.999999999999996
Kiel,kiel,2024-01-08,2026-01-12 15:58:58.685460,54.3233,10.1394,21,27,0.97,0.2222222222222222,22.22222222222222
Aachen,aachen,2024-01-08,2026-01-12 15:58:59.369340,50.7753,6.0839,11,19,0.953066,0.42105263157894735,42.10526315789473
Halle,halle,2024-01-08,2026-01-12 15:59:00.026161,51.4826,11.9692,14,56,1.0,0.75,75.0
Magdeburg,magdeburg,2024-01-08,2026-01-12 15:59:00.814865,52.1205,11.6276,16,27,0.923476,0.40740740740740744,40.74074074074075
Freiburg,freiburg,2024-01-08,2026-01-12 15:59:01.644556,47.9978,7.8427,29,29,1.0,0.0,0.0
Krefeld,krefeld,2024-01-08,2026-01-12 15:59:02.330349,51.3392,6.5861,19,29,0.996948,0.3448275862068966,34.48275862068966
Lübeck,lübeck,2024-01-08,2026-01-12 15:59:02.980473,53.8655,10.6866,18,27,0.96,0.33333333333333337,33.333333333333336
Oberhausen,oberhausen,2024-01-08,2026-01-12 15:59:04.703445,51.473,6.8807,28,35,0.924507,0.19999999999999996,19.999999999999996
Erfurt,erfurt,2024-01-08,2026-01-12 15:59:05.390415,50.9848,11.0299,25,34,1.0,0.2647058823529411,26.470588235294112
Mainz,mainz,2024-01-08,2026-01-12 15:59:06.152652,50.0012,8.2763,23,23,1.0,0.0,0.0
Rostock,rostock,2024-01-08,2026-01-12 15:59:06.832935,54.0924,12.0991,38,48,1.0,0.20833333333333337,20.833333333333336
Kassel,kassel,2024-01-08,2026-01-12 15:59:07.538041,51.3127,9.4797,29,36,1.0,0.19444444444444442,19.444444444444443
Hagen,hagen,2024-01-08,2026-01-12 15:59:08.229648,51.3671,7.4633,28,38,0.987185,0.26315789473684215,26.315789473684216
Hamm,hamm,2024-01-08,2026-01-12 15:59:08.892750,51.6739,7.816,20,29,1.0,0.31034482758620685,31.034482758620683
Saarbrücken,saarbrücken,2024-01-08,2026-01-12 15:59:09.560847,49.2402,7.0097,25,35,0.993432,0.2857142857142857,28.57142857142857
Mülheim an der Ruhr,mülheim,2024-01-08,2026-01-12 15:59:10.259477,51.4314,6.8807,34,42,1.0,0.19047619047619047,19.047619047619047
Potsdam,potsdam,2024-01-08,2026-01-12 15:59:10.983662,52.3906,13.0645,15,20,1.0,0.25,25.0
Ludwigshafen,ludwigshafen,2024-01-08,2026-01-12 15:59:11.697416,49.4812,8.4462,11,22,0.99,0.5,50.0
Oldenburg,oldenburg,2024-01-08,2026-01-12 15:59:12.373338,53.1435,8.2146,24,24,1.0,0.0,0.0
Leverkusen,leverkusen,2024-01-08,2026-01-12 15:59:13.046769,51.0303,6.9843,20,30,1.0,0.33333333333333337,33.333333333333336
Osnabrück,osnabrück,2024-01-08,2026-01-12 15:59:13.792771,52.2799,8.0472,26,36,1.0,0.2777777777777778,27.77777777777778
Solingen,solingen,2024-01-08,2026-01-12 15:59:14.561269,51.1714,7.0833,16,35,1.0,0.5428571428571429,54.28571428571429
Heidelberg,heidelberg,2024-01-08,2026-01-12 15:59:15.258178,49.3988,8.6724,43,43,1.0,0.0,0.0
Herne,herne,2024-01-08,2026-01-12 15:59:15.943962,51.5369,7.226,31,38,0.994925,0.1842105263157895,18.42105263157895
Neuss,neuss,2024-01-08,2026-01-12 15:59:16.692677,51.2042,6.6879,32,39,1.0,0.17948717948717952,17.948717948717952
Darmstadt,darmstadt,2024-01-08,2026-01-12 15:59:17.432863,49.8728,8.6512,35,35,1.0,0.0,0.0
Paderborn,paderborn,2024-01-08,2026-01-12 15:59:18.122391,51.7189,8.757,25,32,1.0,0.21875,21.875
Regensburg,regensburg,2024-01-08,2026-01-12 15:59:18.783813,49.0134,12.1016,24,24,1.0,0.0,0.0
Ingolstadt,ingolstadt,2024-01-08,2026-01-12 15:59:19.455166,48.7665,11.4258,20,32,1.0,0.375,37.5
Würzburg,würzburg,2024-01-08,2026-01-12 15:59:20.167152,49.7913,9.9534,31,37,0.967004,0.16216216216216217,16.216216216216218
Fürth,fürth,2024-01-08,2026-01-12 15:59:20.861230,49.4771,10.9887,13,23,1.0,0.4347826086956522,43.47826086956522
Wolfsburg,wolfsburg,2024-01-08,2026-01-12 15:59:21.584416,52.4226,10.7865,40,47,1.0,0.14893617021276595,14.893617021276595
Offenbach,offenbach,2024-01-08,2026-01-12 15:59:22.323320,50.1036,8.766,17,23,1.0,0.26086956521739135,26.086956521739136
Ulm,ulm,2024-01-08,2026-01-12 15:59:23.036352,48.4011,9.9876,45,51,0.99902,0.11764705882352944,11.764705882352944
Heilbronn,heilbronn,2024-01-08,2026-01-12 15:59:23.780736,49.1427,9.2109,14,20,1.0,0.30000000000000004,30.000000000000004
Pforzheim,pforzheim,2024-01-08,2026-01-12 15:59:24.524546,48.8932,8.6919,37,37,1.0,0.0,0.0
Göttingen,göttingen,2024-01-08,2026-01-12 15:59:25.220182,51.5413,9.9158,57,60,0.872472,0.050000000000000044,5.000000000000004
Bottrop,bottrop,2024-01-08,2026-01-12 15:59:25.952272,51.5232,6.9253,30,39,1.0,0.23076923076923073,23.076923076923073
Trier,trier,2024-01-08,2026-01-12 15:59:26.788583,49.7499,6.6371,20,28,1.0,0.2857142857142857,28.57142857142857
Recklinghausen,recklinghausen,2024-01-08,2026-01-12 15:59:27.458260,51.6144,7.1979,16,25,1.0,0.36,36.0
